response_id,evaluator_id,correctness,depth,clarity,practicality,tradeoffs,overall_score
906,2,0.65,0.58,0.59,0.65,0.73,0.5573
777,1,0.47,0.54,0.64,0.7,0.4,0.554
777,2,0.45,0.65,0.65,0.72,0.47,0.576
1067,1,0.61,0.64,0.63,0.66,0.42,0.6513
1067,2,0.59,0.55,0.65,0.67,0.52,0.602
791,1,0.55,0.51,0.61,0.56,0.49,0.5175
791,2,0.5,0.49,0.62,0.59,0.56,0.6363
720,1,0.62,0.49,0.53,0.62,0.39,0.4355
720,2,0.54,0.47,0.52,0.54,0.66,0.47
327,1,0.4,0.44,0.26,0.44,0.53,0.4306
327,2,0.29,0.33,0.36,0.43,0.49,0.3258
1779,1,0.8,0.44,0.84,0.57,0.46,0.6379
1779,2,0.72,0.7,0.71,0.69,0.6,0.5959
86,1,0.68,0.75,0.7,0.73,0.59,0.6971
86,2,0.67,0.65,0.7,0.73,0.69,0.5667
1500,1,0.56,0.6,0.66,0.76,0.66,0.6147
1500,2,0.58,0.6,0.64,0.71,0.55,0.6244
744,1,0.52,0.54,0.5,0.52,0.49,0.5295
744,2,0.58,0.6,0.55,0.52,0.47,0.6026
1810,1,0.55,0.5,0.76,0.54,0.54,0.6232
1810,2,0.44,0.53,0.66,0.61,0.81,0.5357
182,1,0.69,0.68,0.83,0.63,0.61,0.6902
182,2,0.77,0.65,0.75,0.67,0.6,0.6791
1154,1,0.36,0.41,0.32,0.39,0.42,0.2704
1154,2,0.56,0.35,0.42,0.37,0.36,0.2897
162,1,0.64,0.79,0.65,0.71,0.55,0.7077
162,2,0.51,0.72,0.57,0.63,0.57,0.6535
479,1,0.92,0.81,0.64,0.79,0.88,0.8307
479,2,0.96,0.71,0.76,0.83,0.82,0.8106
30,1,0.51,0.67,0.55,0.76,0.65,0.5632
30,2,0.71,0.62,0.58,0.76,0.81,0.6271
1448,1,0.84,0.79,0.9,0.88,0.88,0.8547
1448,2,0.77,0.86,1,1,0.76,0.8787
1687,1,0.78,0.72,0.66,0.73,0.77,0.7079
1687,2,0.73,0.6,0.78,0.69,0.77,0.6834
38,1,0.4,0.38,0.19,0.46,0.35,0.3306
38,2,0.16,0.34,0.21,0.35,0.27,0.3018
1723,1,0.58,0.57,0.52,0.62,0.62,0.6661
1723,2,0.63,0.62,0.5,0.6,0.52,0.571
1086,1,0.64,0.59,0.62,0.74,0.6,0.6498
1086,2,0.76,0.68,0.61,0.62,0.6,0.6651
612,1,0.59,0.84,0.94,0.72,0.87,0.7624
612,2,0.85,0.63,0.81,0.67,0.73,0.756
767,1,0.4,0.32,0.33,0.51,0.43,0.4212
767,2,0.45,0.39,0.34,0.33,0.42,0.3851
1327,1,0.49,0.44,0.51,0.45,0.6,0.5512
1327,2,0.63,0.55,0.5,0.43,0.42,0.5912
617,1,0.67,0.39,0.48,0.69,0.53,0.4658
617,2,0.64,0.55,0.47,0.65,0.7,0.625
110,1,0.54,0.46,0.4,0.61,0.49,0.416
110,2,0.52,0.43,0.52,0.48,0.5,0.4187
1777,1,0.57,0.57,0.63,0.56,0.57,0.5568
1777,2,0.53,0.61,0.67,0.62,0.46,0.6145
759,1,0.64,0.53,0.5,0.51,0.63,0.5992
759,2,0.78,0.38,0.74,0.44,0.44,0.6274
1497,1,0.68,0.79,0.72,0.77,0.59,0.699
1497,2,0.73,0.66,0.77,0.78,0.45,0.5485
1905,1,0.59,0.6,0.53,0.44,0.48,0.6122
1905,2,0.55,0.54,0.65,0.46,0.56,0.6073
1659,1,0.59,0.51,0.42,0.54,0.62,0.5293
1659,2,0.67,0.47,0.47,0.54,0.65,0.4373
1699,1,0.6,0.61,0.54,0.5,0.43,0.5707
1699,2,0.4,0.53,0.53,0.42,0.4,0.5195
1509,1,0.5,0.36,0.9,0.74,0.47,0.5277
1509,2,0.62,0.37,0.74,0.72,0.52,0.5859
488,1,0.71,0.63,0.86,0.51,0.67,0.6953
488,2,0.61,0.79,0.72,0.6,0.64,0.6748
275,1,0.61,0.75,0.7,0.84,0.84,0.812
275,2,0.77,0.78,0.75,0.7,0.84,0.7223
802,1,0.68,0.6,0.69,0.54,0.67,0.7591
802,2,0.67,0.68,0.59,0.61,0.63,0.7107
1738,1,0.7,0.7,0.57,0.6,0.59,0.6516
1738,2,0.7,0.72,0.64,0.73,0.48,0.6097
706,1,0.71,0.57,0.53,0.47,0.55,0.5156
706,2,0.64,0.5,0.45,0.44,0.51,0.6729
1791,1,0.48,0.42,0.44,0.29,0.42,0.6225
1791,2,0.46,0.3,0.39,0.44,0.38,0.3596
451,1,0.91,0.92,0.95,0.8,0.89,0.8415
451,2,0.86,0.81,1,0.63,0.89,0.8654
1038,1,0.43,0.44,0.48,0.45,0.54,0.4954
1038,2,0.45,0.63,0.72,0.68,0.8,0.6106
403,1,0.74,0.68,0.81,0.57,0.54,0.5428
403,2,0.6,0.55,0.62,0.47,0.54,0.6199
312,1,0.52,0.48,0.58,0.57,0.56,0.6665
312,2,0.64,0.55,0.61,0.66,0.47,0.573
835,1,0.6,0.52,0.79,0.55,0.61,0.6235
835,2,0.55,0.59,0.6,0.52,0.54,0.5069
901,1,0.55,0.58,0.58,0.76,0.46,0.5618
901,2,0.67,0.52,0.48,0.73,0.6,0.5955
1318,1,0.74,0.75,0.85,0.73,0.67,0.8206
1318,2,0.86,0.74,0.88,0.66,0.71,0.7441
604,1,0.56,0.64,0.61,0.64,0.61,0.7416
604,2,0.51,0.58,0.55,0.67,0.7,0.5288
539,1,0.66,0.57,0.67,0.71,0.5,0.6593
539,2,0.56,0.52,0.68,0.62,0.64,0.6786
779,1,0.61,0.42,0.59,0.61,0.53,0.5493
779,2,0.53,0.52,0.42,0.52,0.71,0.5531
309,1,0.63,0.57,0.53,0.35,0.54,0.4884
309,2,0.6,0.55,0.47,0.5,0.61,0.4903
500,1,0.79,0.79,0.88,0.75,0.8,0.7365
500,2,0.78,0.71,0.73,0.74,0.73,0.6422
583,1,0.64,0.71,0.85,0.65,0.61,0.7141
583,2,0.76,0.81,0.73,0.67,0.7,0.7721
1019,1,0.46,0.37,0.41,0.6,0.46,0.4747
1019,2,0.41,0.26,0.33,0.48,0.43,0.3734
1510,1,0.53,0.42,0.7,0.45,0.56,0.5052
1510,2,0.57,0.53,0.72,0.42,0.45,0.601
190,1,0.79,0.72,0.88,0.76,0.88,0.8067
190,2,0.68,0.8,0.92,0.75,0.8,0.8176
1655,1,0.52,0.71,0.66,0.6,0.57,0.6871
1655,2,0.67,0.65,0.71,0.6,0.64,0.5506
1371,1,0.37,0.31,0.3,0.46,0.35,0.434
1371,2,0.39,0.34,0.33,0.34,0.4,0.3189
798,1,0.83,0.74,0.68,0.8,0.69,0.8066
798,2,0.9,0.72,0.7,0.71,0.85,0.7555
217,1,0.75,0.77,0.61,0.62,0.71,0.6903
217,2,0.73,0.78,0.67,0.69,0.68,0.7979
1145,1,0.75,0.56,0.55,0.59,0.44,0.6113
1145,2,0.7,0.74,0.53,0.67,0.55,0.613
637,1,0.63,0.51,0.65,0.7,0.53,0.5079
637,2,0.48,0.63,0.54,0.6,0.48,0.642
1103,1,0.44,0.65,0.49,0.66,0.6,0.6659
1103,2,0.44,0.65,0.47,0.73,0.82,0.53
157,1,0.63,0.58,0.58,0.65,0.65,0.6381
157,2,0.69,0.5,0.77,0.7,0.65,0.6383
50,1,0.69,0.78,0.75,0.62,0.66,0.6023
50,2,0.73,0.8,0.6,0.68,0.71,0.6819
140,1,0.78,0.68,0.78,0.71,0.85,0.8345
140,2,0.88,0.75,0.92,0.62,0.77,0.7941
508,1,0.72,0.85,0.89,0.75,0.76,0.799
508,2,0.78,0.82,0.81,0.69,0.8,0.8352
1727,1,0.5,0.52,0.52,0.6,0.58,0.4958
1727,2,0.53,0.58,0.66,0.57,0.62,0.6743
670,1,0.6,0.62,0.58,0.7,0.49,0.5415
670,2,0.63,0.49,0.55,0.68,0.54,0.6157
681,1,0.61,0.56,0.64,0.54,0.66,0.5312
681,2,0.61,0.53,0.56,0.53,0.7,0.549
201,1,0.65,0.42,0.61,0.46,0.44,0.529
201,2,0.62,0.43,0.69,0.39,0.41,0.6061
159,1,0.76,0.54,0.52,0.74,0.58,0.7783
159,2,0.77,0.47,0.57,0.73,0.53,0.673
1353,1,0.6,0.47,0.46,0.67,0.64,0.5832
1353,2,0.36,0.43,0.42,0.6,0.5,0.4641
373,1,0.65,0.56,0.49,0.36,0.34,0.5015
373,2,0.64,0.41,0.49,0.42,0.38,0.5333
1123,1,0.62,0.62,0.42,0.64,0.65,0.6041
1123,2,0.57,0.7,0.65,0.55,0.6,0.6799
506,1,0.59,0.63,0.74,0.51,0.57,0.6069
506,2,0.68,0.74,0.74,0.62,0.63,0.6465
1660,1,0.54,0.48,0.57,0.39,0.45,0.6107
1660,2,0.4,0.42,0.5,0.5,0.46,0.4755
1567,1,0.67,0.56,0.73,0.64,0.4,0.5958
1567,2,0.63,0.45,0.77,0.6,0.34,0.5289
512,1,0.86,0.89,0.81,1,0.91,0.8953
512,2,0.86,0.88,0.79,0.98,0.8,0.8937
1704,1,0.42,0.49,0.6,0.43,0.39,0.4738
1704,2,0.33,0.36,0.45,0.44,0.49,0.4663
372,1,0.56,0.65,0.81,0.6,0.72,0.5954
372,2,0.47,0.67,0.59,0.66,0.69,0.6481
1073,1,0.87,0.77,0.77,0.65,0.66,0.8695
1073,2,0.85,0.67,0.77,0.86,0.79,0.8605
10,1,0.95,0.94,0.9,0.8,0.88,0.9593
10,2,0.94,0.97,1.0,0.86,0.93,0.8819
1753,1,0.75,0.67,0.76,0.67,0.72,0.7215
1753,2,0.66,0.81,0.78,0.68,0.76,0.7579
187,1,0.83,0.77,0.99,0.88,0.87,0.769
187,2,0.89,0.53,0.92,0.73,0.86,0.7345
1570,1,0.64,0.79,0.67,0.81,0.69,0.6781
1570,2,0.8,0.76,0.78,0.82,0.66,0.696
1024,1,0.44,0.6,0.43,0.36,0.62,0.5264
1024,2,0.48,0.59,0.41,0.46,0.46,0.5126
590,1,0.6,0.52,0.58,0.64,0.63,0.5685
590,2,0.61,0.39,0.51,0.59,0.49,0.515
704,1,0.48,0.35,0.5,0.4,0.38,0.3963
704,2,0.34,0.5,0.47,0.3,0.41,0.385
347,1,0.81,0.69,0.76,0.92,0.65,0.6585
347,2,0.82,0.83,0.79,0.98,0.82,0.7648
1147,1,0.13,0.37,0.27,0.35,0.38,0.3301
1147,2,0.15,0.43,0.33,0.41,0.38,0.2897
160,1,0.67,0.76,0.61,0.7,0.83,0.6643
160,2,0.63,0.73,0.59,0.78,0.76,0.755
593,1,0.67,0.43,0.64,0.38,0.52,0.463
593,2,0.57,0.48,0.56,0.61,0.51,0.5405
358,1,0.92,0.87,0.82,1,0.89,0.9374
358,2,0.88,0.9,0.85,0.92,0.91,0.9284
425,1,0.57,0.6,0.74,0.71,0.6,0.6152
425,2,0.69,0.67,0.71,0.77,0.67,0.747
1717,1,0.47,0.24,0.51,0.26,0.27,0.3414
1717,2,0.43,0.29,0.48,0.36,0.38,0.2781
257,1,0.68,0.83,0.75,0.62,0.78,0.7473
257,2,0.76,0.82,0.87,0.62,0.81,0.8335
888,1,0.5,0.57,0.58,0.46,0.45,0.5049
888,2,0.7,0.48,0.46,0.39,0.37,0.4374
523,1,0.9,0.84,0.87,0.69,0.7,0.8134
523,2,0.69,0.79,0.86,0.96,0.82,0.8651
1825,1,0.38,0.21,0.47,0.37,0.34,0.3731
1825,2,0.42,0.24,0.56,0.36,0.27,0.404
442,1,0.74,0.74,0.88,0.71,0.77,0.6753
442,2,0.86,0.67,0.9,0.73,0.81,0.7082
588,1,0.35,0.1,0.28,0.3,0.39,0.2362
588,2,0.21,0.26,0.22,0.25,0.27,0.2251
1338,1,0.74,0.66,0.57,0.75,0.8,0.6258
1338,2,0.58,0.65,0.58,0.68,0.72,0.5988
40,1,0.29,0.5,0.4,0.29,0.45,0.4311
40,2,0.39,0.58,0.3,0.34,0.36,0.6105
261,1,0.71,0.72,0.57,0.65,0.75,0.6674
261,2,0.57,0.67,0.69,0.65,0.67,0.7607
1298,1,0.93,0.77,0.86,0.74,0.83,0.7699
1298,2,0.79,0.65,0.8,0.68,0.81,0.7653
725,1,0.64,0.3,0.54,0.51,0.48,0.5415
725,2,0.52,0.29,0.54,0.51,0.54,0.5168
1150,1,0.53,0.47,0.43,0.73,0.54,0.6121
1150,2,0.47,0.51,0.56,0.56,0.51,0.5431
1256,1,0.44,0.59,0.56,0.69,0.62,0.5303
1256,2,0.59,0.59,0.56,0.68,0.55,0.5647
1309,1,0.58,0.7,0.76,0.54,0.64,0.6717
1309,2,0.79,0.66,0.74,0.78,0.8,0.7316
428,1,0.64,0.5,0.58,0.59,0.3,0.5535
428,2,0.57,0.44,0.54,0.74,0.5,0.689
15,1,0.81,0.91,0.93,0.75,0.93,0.8902
15,2,0.8,0.81,0.89,0.77,0.87,0.8713
702,1,0.48,0.53,0.55,0.56,0.54,0.4582
702,2,0.39,0.41,0.55,0.56,0.59,0.4719
969,1,1,0.77,0.72,0.68,0.81,0.8055
969,2,0.88,0.9,0.83,0.8,0.77,0.8769
69,1,0.48,0.52,0.64,0.61,0.69,0.6155
69,2,0.5,0.47,0.56,0.82,0.77,0.6176
1265,1,0.54,0.39,0.64,0.47,0.43,0.4942
1265,2,0.46,0.38,0.51,0.36,0.42,0.4077
1571,1,0.53,0.56,0.54,0.51,0.65,0.5029
1571,2,0.6,0.54,0.49,0.51,0.63,0.5766
660,1,1,0.9,0.73,0.88,0.84,0.9367
660,2,0.94,0.89,0.81,0.79,0.82,0.8213
1692,1,0.55,0.54,0.44,0.46,0.31,0.4311
1692,2,0.55,0.38,0.45,0.39,0.42,0.4286
962,1,0.83,0.82,0.91,0.74,0.72,0.9316
962,2,0.82,0.78,0.76,0.88,0.8,0.8159
1108,1,0.84,0.64,0.55,0.76,0.6,0.7564
1108,2,0.95,0.65,0.7,0.85,0.67,0.6781
1104,1,0.64,0.66,0.53,0.66,0.64,0.5518
1104,2,0.56,0.57,0.46,0.64,0.56,0.5924
1551,1,0.56,0.43,0.56,0.53,0.46,0.5007
1551,2,0.47,0.55,0.54,0.46,0.43,0.5778
1193,1,0.46,0.52,0.33,0.41,0.38,0.3747
1193,2,0.51,0.51,0.55,0.4,0.47,0.5851
1674,1,0.42,0.5,0.4,0.35,0.33,0.4048
1674,2,0.36,0.36,0.44,0.52,0.5,0.3209
78,1,0.72,0.77,0.75,0.85,0.83,0.6271
78,2,0.74,0.65,0.74,0.77,0.74,0.5715
517,1,0.85,0.92,0.78,0.73,0.85,0.795
517,2,0.87,0.84,0.8,0.91,0.86,0.8379
458,1,0.36,0.29,0.58,0.48,0.39,0.389
458,2,0.41,0.31,0.44,0.38,0.33,0.3629
1831,1,0.49,0.49,0.51,0.58,0.52,0.5742
1831,2,0.63,0.43,0.41,0.61,0.54,0.4576
741,1,0.66,0.35,0.37,0.39,0.4,0.4842
741,2,0.51,0.31,0.33,0.45,0.46,0.472
463,1,0.52,0.46,0.36,0.29,0.26,0.3794
463,2,0.58,0.27,0.5,0.32,0.27,0.4539
966,1,0.91,0.61,0.77,0.74,0.8,0.8267
966,2,0.8,0.69,0.75,0.77,0.89,0.7609
314,1,0.8,0.66,0.66,0.78,0.67,0.7634
314,2,0.71,0.66,0.73,0.79,0.6,0.713
52,1,0.66,0.48,0.63,0.58,0.55,0.5321
52,2,0.6,0.55,0.5,0.67,0.56,0.4451
1317,1,0.76,0.54,0.72,0.68,0.74,0.5638
1317,2,0.64,0.61,0.72,0.83,0.65,0.6522
841,1,0.71,0.81,0.78,0.78,0.71,0.8288
841,2,0.73,0.88,0.78,0.75,0.85,0.7091
840,1,0.9,0.82,0.88,0.88,0.87,0.9215
840,2,0.97,0.72,0.88,0.92,0.87,0.8931
1775,1,0.82,0.65,0.87,0.75,0.71,0.7635
1775,2,0.89,0.64,0.78,0.74,0.76,0.8046
1768,1,0.74,0.7,0.86,0.79,0.84,0.8046
1768,2,0.74,0.75,0.88,0.85,0.82,0.7957
834,1,0.75,0.78,0.78,0.64,0.69,0.6089
834,2,0.74,0.56,0.67,0.72,0.54,0.6918
1585,1,0.48,0.47,0.36,0.47,0.4,0.435
1585,2,0.49,0.44,0.4,0.51,0.37,0.4781
1637,1,0.76,0.89,1,0.78,0.76,0.9152
1637,2,0.91,0.96,0.96,0.81,0.79,0.7752
427,1,0.5,0.56,0.66,0.51,0.54,0.4576
427,2,0.65,0.54,0.64,0.59,0.41,0.5534
1125,1,0.58,0.54,0.46,0.49,0.5,0.5202
1125,2,0.6,0.56,0.46,0.52,0.62,0.4643
1743,1,0.61,0.49,0.58,0.66,0.39,0.5747
1743,2,0.55,0.57,0.63,0.83,0.42,0.5521
1420,1,0.44,0.4,0.51,0.53,0.58,0.2679
1420,2,0.48,0.37,0.52,0.56,0.63,0.4887
705,1,0.71,0.32,0.55,0.59,0.57,0.4627
705,2,0.58,0.55,0.53,0.7,0.61,0.6328
1045,1,0.63,0.7,0.6,0.56,0.76,0.712
1045,2,0.74,0.66,0.67,0.71,0.6,0.7114
643,1,0.37,0.39,0.48,0.52,0.44,0.4441
643,2,0.41,0.37,0.38,0.55,0.55,0.4183
1314,1,0.58,0.58,0.54,0.78,0.71,0.6994
1314,2,0.61,0.73,0.61,0.74,0.66,0.6194
1033,1,0.54,0.6,0.67,0.66,0.56,0.5982
1033,2,0.62,0.62,0.7,0.52,0.54,0.5631
436,1,0.85,0.93,0.87,0.86,0.97,0.876
436,2,0.74,0.65,0.85,0.89,0.93,0.8405
876,1,0.49,0.62,0.6,0.68,0.68,0.5898
876,2,0.37,0.61,0.58,0.71,0.61,0.5616
878,1,0.64,0.51,0.63,0.54,0.53,0.6117
878,2,0.44,0.52,0.56,0.51,0.56,0.6269
701,1,0.52,0.58,0.51,0.66,0.59,0.573
701,2,0.53,0.41,0.61,0.6,0.62,0.5757
1106,1,0.74,0.88,0.58,0.68,0.77,0.5582
1106,2,0.54,0.57,0.58,0.81,0.73,0.6116
439,1,0.98,0.81,0.84,0.99,0.86,0.9179
439,2,0.89,0.7,0.98,0.81,0.84,0.9012
1851,1,0.79,0.62,0.72,0.65,0.76,0.6462
1851,2,0.6,0.74,0.8,0.68,0.82,0.7309
582,1,0.71,0.79,0.7,0.89,0.75,0.7163
582,2,0.76,0.77,0.78,1,0.84,0.7739
1363,1,0.45,0.57,0.4,0.5,0.44,0.387
1363,2,0.51,0.5,0.39,0.41,0.4,0.4176
1764,1,0.53,0.4,0.47,0.44,0.53,0.488
1764,2,0.69,0.62,0.58,0.51,0.46,0.48
1686,1,0.56,0.58,0.44,0.39,0.33,0.3787
1686,2,0.52,0.49,0.51,0.38,0.41,0.4975
1446,1,0.8,0.86,0.95,1,0.92,0.9036
1446,2,0.94,0.94,0.95,1,1,0.9392
1802,1,0.54,0.43,0.42,0.59,0.54,0.5485
1802,2,0.54,0.34,0.45,0.58,0.57,0.5517
79,1,0.67,0.81,0.72,0.71,0.54,0.7809
79,2,0.64,0.68,0.71,0.8,0.64,0.669
498,1,0.72,0.64,0.68,0.75,0.65,0.5591
498,2,0.63,0.65,0.65,0.65,0.74,0.6565
142,1,0.94,0.7,0.81,0.75,0.78,0.7598
142,2,0.8,0.68,0.83,0.79,0.69,0.8252
1163,1,0.86,0.59,0.65,0.57,0.61,0.675
1163,2,0.85,0.59,0.74,0.58,0.69,0.6573
1305,1,0.56,0.62,0.58,0.61,0.69,0.6016
1305,2,0.75,0.68,0.53,0.53,0.69,0.4977
949,1,0.63,0.69,0.76,0.73,0.68,0.6211
949,2,0.75,0.71,0.77,0.74,0.85,0.685
540,1,0.61,0.56,0.69,0.46,0.53,0.546
540,2,0.53,0.49,0.58,0.6,0.44,0.6382
1662,1,0.51,0.5,0.42,0.61,0.52,0.3918
1662,2,0.45,0.55,0.48,0.59,0.51,0.4634
1591,1,0.54,0.54,0.6,0.71,0.63,0.545
1591,2,0.6,0.55,0.59,0.54,0.65,0.5463
708,1,0.37,0.55,0.46,0.46,0.53,0.4252
708,2,0.48,0.46,0.53,0.42,0.46,0.511
1562,1,0.48,0.63,0.68,0.68,0.57,0.579
1562,2,0.53,0.5,0.66,0.66,0.64,0.7022
897,1,0.38,0.57,0.46,0.64,0.47,0.4492
897,2,0.49,0.49,0.45,0.7,0.53,0.4412
1477,1,0.83,0.75,0.8,0.92,0.82,0.8158
1477,2,0.9,0.79,0.81,0.95,0.8,0.8095
33,1,0.63,0.56,0.6,0.58,0.48,0.6372
33,2,0.55,0.51,0.56,0.63,0.57,0.4853
1388,1,0.7,0.61,0.7,0.71,0.75,0.7332
1388,2,0.52,0.76,0.7,0.65,0.77,0.8029
664,1,0.76,0.71,0.69,0.68,0.7,0.7752
664,2,0.66,0.59,0.69,0.7,0.79,0.7178
1664,1,0.57,0.57,0.69,0.67,0.75,0.6246
1664,2,0.57,0.64,0.68,0.81,0.69,0.6718
472,1,0.45,0.61,0.43,0.36,0.47,0.5563
472,2,0.47,0.61,0.57,0.47,0.52,0.4836
1711,1,0.44,0.41,0.4,0.35,0.24,0.4124
1711,2,0.22,0.48,0.45,0.41,0.22,0.3924
1558,1,0.51,0.6,0.44,0.54,0.5,0.5627
1558,2,0.47,0.52,0.51,0.46,0.65,0.515
386,1,0.55,0.49,0.54,0.58,0.49,0.5104
386,2,0.5,0.55,0.55,0.5,0.58,0.5644
477,1,0.6,0.65,0.77,0.68,0.62,0.6738
477,2,0.69,0.64,0.67,0.68,0.71,0.5881
1031,1,0.4,0.43,0.47,0.45,0.35,0.3837
1031,2,0.31,0.43,0.43,0.43,0.38,0.4605
444,1,0.91,0.92,0.97,0.93,0.94,0.8612
444,2,1,0.81,0.88,0.9,0.88,0.9686
1016,1,0.78,0.55,0.71,0.61,0.69,0.7143
1016,2,0.71,0.63,0.75,0.72,0.64,0.737
1192,1,0.48,0.29,0.49,0.42,0.4,0.3968
1192,2,0.43,0.41,0.52,0.51,0.52,0.4974
1891,1,0.79,0.53,0.76,0.76,0.6,0.6172
1891,2,0.73,0.62,0.57,0.77,0.67,0.7358
1603,1,0.64,0.63,0.58,0.72,0.54,0.6135
1603,2,0.67,0.68,0.51,0.64,0.55,0.5979
440,1,0.82,0.69,0.99,0.73,0.73,0.9765
440,2,0.89,0.83,0.94,0.69,0.61,0.7488
407,1,0.58,0.74,0.84,0.58,0.58,0.6316
407,2,0.72,0.76,0.61,0.53,0.56,0.64
1175,1,0.72,0.72,0.86,0.8,0.7,0.7734
1175,2,0.8,0.68,0.81,0.68,0.84,0.7965
697,1,0.66,0.45,0.47,0.41,0.45,0.477
697,2,0.51,0.53,0.44,0.46,0.41,0.4281
1182,1,0.35,0.55,0.5,0.32,0.46,0.508
1182,2,0.47,0.65,0.41,0.4,0.5,0.4374
394,1,0.6,0.55,0.47,0.67,0.74,0.617
394,2,0.66,0.56,0.41,0.62,0.66,0.6886
485,1,0.49,0.41,0.71,0.84,0.46,0.5598
485,2,0.6,0.5,0.69,0.61,0.59,0.6855
975,1,0.94,0.98,1.0,0.93,0.97,0.9217
975,2,1.0,1.0,0.95,1,0.9,0.9059
1598,1,0.51,0.52,0.55,0.77,0.45,0.6041
1598,2,0.53,0.57,0.46,0.74,0.59,0.5548
1476,1,0.93,0.65,0.8,0.86,0.73,0.788
1476,2,0.88,0.62,0.86,0.81,0.86,0.7844
329,1,0.61,0.49,0.27,0.45,0.5,0.3771
329,2,0.57,0.39,0.35,0.43,0.53,0.4583
1481,1,0.89,0.74,0.76,0.77,0.67,0.6961
1481,2,0.75,0.64,0.74,0.74,0.73,0.7341
1222,1,0.76,0.75,0.99,0.91,0.81,0.8934
1222,2,0.82,0.76,1,0.83,0.89,0.8153
1546,1,0.57,0.7,0.58,0.57,0.59,0.7017
1546,2,0.58,0.55,0.63,0.56,0.6,0.6101
678,1,0.69,0.74,0.71,0.8,0.81,0.8582
678,2,0.79,0.86,0.75,0.81,0.77,0.7777
1520,1,0.67,0.68,0.76,0.58,0.78,0.8402
1520,2,0.7,0.67,0.75,0.55,0.79,0.7931
1366,1,0.59,0.5,0.46,0.65,0.67,0.4968
1366,2,0.74,0.53,0.7,0.56,0.62,0.6381
1587,1,0.54,0.62,0.69,0.69,0.6,0.5514
1587,2,0.53,0.61,0.59,0.55,0.51,0.5754
783,1,0.36,0.29,0.15,0.48,0.49,0.3708
783,2,0.33,0.41,0.38,0.52,0.46,0.4489
1713,1,0.55,0.35,0.3,0.42,0.48,0.4406
1713,2,0.38,0.32,0.34,0.41,0.37,0.2991
1522,1,0.77,0.89,0.7,0.72,0.81,0.7342
1522,2,0.71,0.71,0.7,0.73,0.66,0.7937
448,1,1,1,1,0.91,0.91,1
448,2,1.0,0.95,0.96,0.89,0.96,0.9358
1345,1,0.38,0.35,0.36,0.36,0.34,0.3381
1345,2,0.39,0.35,0.43,0.47,0.42,0.3794
1677,1,0.6,0.5,0.5,0.62,0.55,0.5683
1677,2,0.53,0.41,0.42,0.51,0.5,0.5134
422,1,0.61,0.61,0.71,0.7,0.85,0.6846
422,2,0.72,0.55,0.84,0.75,0.92,0.705
1628,1,0.71,0.84,0.8,0.69,0.71,0.7374
1628,2,0.71,0.82,0.81,0.69,0.71,0.8053
1089,1,0.71,0.45,0.49,0.51,0.64,0.6115
1089,2,0.61,0.56,0.46,0.58,0.57,0.6338
1716,1,0.4,0.41,0.5,0.49,0.39,0.5333
1716,2,0.37,0.45,0.45,0.5,0.4,0.448
516,1,0.89,0.94,0.88,0.83,0.98,0.9384
516,2,0.77,0.94,1,0.9,0.91,0.9666
150,1,0.66,0.61,0.68,0.77,0.7,0.6358
150,2,0.72,0.58,0.6,0.67,0.59,0.6669
1788,1,0.26,0.59,0.53,0.5,0.34,0.4534
1788,2,0.51,0.43,0.56,0.44,0.21,0.3547
1362,1,0.54,0.32,0.18,0.43,0.32,0.2989
1362,2,0.48,0.36,0.19,0.49,0.27,0.4662
491,1,0.65,0.63,0.71,0.93,0.69,0.5385
491,2,0.68,0.75,0.68,0.62,0.55,0.7208
1697,1,0.37,0.51,0.48,0.45,0.57,0.4958
1697,2,0.41,0.63,0.64,0.57,0.52,0.5154
1681,1,0.64,0.62,0.54,0.65,0.62,0.6307
1681,2,0.62,0.67,0.58,0.65,0.55,0.6647
483,1,0.67,0.78,0.92,0.91,0.95,0.893
483,2,0.71,0.76,0.86,0.86,0.94,0.8299
486,1,0.57,0.61,0.82,0.63,0.62,0.6623
486,2,0.64,0.57,0.78,0.61,0.53,0.6419
1808,1,0.65,0.69,0.67,0.66,0.59,0.5616
1808,2,0.54,0.69,0.54,0.58,0.7,0.6844
475,1,0.59,0.54,0.56,0.6,0.51,0.5541
475,2,0.5,0.5,0.63,0.57,0.59,0.6418
1225,1,0.82,0.72,0.71,0.81,0.76,0.7736
1225,2,0.77,0.67,0.74,0.82,0.76,0.7633
1060,1,0.63,0.71,0.65,0.81,0.62,0.7811
1060,2,0.7,0.79,0.78,0.76,0.82,0.8035
521,1,0.95,0.95,0.87,0.9,0.95,0.8662
521,2,0.87,0.92,0.79,0.97,0.98,0.9832
379,1,0.39,0.38,0.38,0.59,0.46,0.4246
379,2,0.52,0.39,0.5,0.59,0.47,0.5189
947,1,0.6,0.64,0.59,0.62,0.64,0.628
947,2,0.59,0.57,0.72,0.5,0.66,0.4843
1483,1,0.58,0.6,0.61,0.55,0.58,0.4861
1483,2,0.65,0.41,0.8,0.54,0.39,0.557
1267,1,0.77,0.78,0.83,0.79,0.76,0.8909
1267,2,0.89,0.88,0.87,0.85,0.71,0.8407
179,1,0.46,0.58,0.7,0.54,0.49,0.5579
179,2,0.44,0.59,0.62,0.62,0.45,0.5719
1078,1,0.43,0.47,0.41,0.54,0.5,0.4511
1078,2,0.55,0.44,0.47,0.4,0.45,0.5131
